moby_id,platform,Business Model,min_os,supported_system,min_ram,supported_drivers,media_type,gamepads_Supported
193361,Windows+,Commercial,Windows 7,x64 (64-bit),4 GB,,,
146501,Linux+,Commercial,,x64 (64-bit),8 GB,,Download,
146501,Macintosh+,Commercial,macOS 10.13 (High Sierra),x64 (64-bit),8 GB,,Download,
146501,Windows+,Commercial,Windows 7,x64 (64-bit),8 GB,Direct3D,Download; DVD-ROM,
184776,Windows+,Commercial,Windows 10,x64 (64-bit),12 GB,,,
141524,PlayStation 4+,Commercial,,,,,Download,
203194,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,,Download,
201121,Android+,Commercial,Android 7.0 (Nougat),,,,Download,
201121,Nintendo Switch+,Commercial,,,,,Download,
201121,PlayStation 4+,Commercial,,,,,Download,DualShock 4
201121,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
201121,Windows+,Commercial,Windows 10,,4 GB,,Download,
201121,Xbox One+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
201121,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
150805,Windows+,Commercial,Windows 10,x64 (64-bit),6 GB,,Download,Xbox One/Series Wireless Controller
233642,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,Xbox One/Series Wireless Controller
153717,Nintendo Switch+,Commercial,,,,,Download,
153717,PlayStation 4+,Commercial,,,,,Download,
153717,PlayStation 5+,Commercial,,,,,Download,
153717,Stadia+,Commercial,,,,,,
153717,Windows+,Commercial,,,,,Download,
153717,Xbox One+,Commercial,,,,,Download,
153717,Xbox Series+,Commercial,,,,,Download,
193911,Nintendo Switch+,Commercial,,,,,Download; Game Card,
149044,Android+,Commercial,Android 5.1,,,,Download,
149044,Macintosh+,Commercial,macOS 10.12 (Sierra),x64 (64-bit),4 GB,,Download,
149044,Nintendo Switch+,Commercial,,,,,Download,
149044,Windows+,Commercial,Windows 7 SP1,x86 (32-bit); x64 (64-bit),4 GB,,Download,
149044,iPad+,Commercial,iOS 10.0,,,,Download,
149044,iPhone+,Commercial,iOS 10.0,,,,Download,
234576,Windows+,Commercial,Windows 8,,2 GB,,Download,DualShock 4; Xbox One/Series Wireless Controller
232545,Quest+,Commercial,,,,,,
230691,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,Xbox One/Series Wireless Controller
227846,PlayStation 4+,Commercial,,,,,Download,DualShock 4
227846,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
227846,Windows Apps+,Commercial,Windows 10,x64 (64-bit),8 GB,,,
227846,Xbox One+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
227846,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
146928,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download; DVD-ROM,
229716,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,Direct3D,Download,Xbox One/Series Wireless Controller
242147,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
208366,Nintendo Switch+,Commercial,,,,,Download,
208366,PlayStation 4+,Commercial,,,,,Download,DualShock 4
208366,Windows+,Commercial,Windows 10,x64 (64-bit),1 GB,,Download,
243164,Windows+,Commercial,Windows 10,x64 (64-bit),16 GB,Direct3D,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
174628,Android+,Commercial,Android 6.0 (Marshmallow),,,,Download,
174628,Linux+,Commercial,,x64 (64-bit),,,Download,
174628,Macintosh+,Commercial,macOS 10.13 (High Sierra),x64 (64-bit),,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
174628,Nintendo Switch+,Commercial,,,,,Download; Game Card,
174628,PlayStation 4+,Commercial,,,,,Blu-Ray Disc; Download,DualShock 4
174628,PlayStation 5+,Commercial,,,,,Blu-Ray Disc; Download,DualSense Controller
174628,Windows+,Commercial,Windows 7 SP1,x64 (64-bit),,Pixel Shader 4.0; Vertex Shader 4.0,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
174628,Windows Apps+,Commercial,Windows 10,x64 (64-bit),,,,
174628,Xbox One+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
174628,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
174628,iPad+,Commercial,iPadOS 14,,,,Download,
174628,iPhone+,Commercial,iOS 14,,,,Download,
153496,PlayStation 4+,Commercial,,,,,Blu-Ray Disc; Download,DualShock 4
153496,PlayStation 5+,Commercial,,,,,Download; UHD Blu-ray Disc,DualSense Controller
153496,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
245535,Windows+,Commercial,Windows 10,x64 (64-bit),16 GB,Direct3D,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
166087,Windows+,Commercial,Windows 8,x64 (64-bit),4 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
151114,PlayStation 4+,Commercial,,,,,Blu-Ray Disc; Download,DualShock 4
151114,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
151114,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
212996,Windows+,Commercial,Windows 7,,4 MB,,Download,
234937,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
234937,Quest+,Commercial,,,,,,
158020,Windows+,Commercial,Windows XP,x86 (32-bit),2 GB,,Download,
168005,PlayStation 4+,Commercial,,,,,Download,DualShock 4
168005,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
202495,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,Direct3D,Download,Xbox One/Series Wireless Controller
208913,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
243908,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
179715,Nintendo Switch+,Commercial,,,,,Download,
179715,PlayStation 4+,Commercial,,,,,Download,DualShock 4
179715,Windows+,Commercial,Windows 7,,4 GB,,Download,
179715,Windows Apps+,Commercial,Windows 10,x64 (64-bit),4 GB,,,
179715,Xbox One+,Commercial,,,,,Download,
179715,Xbox Series+,Commercial,,,,,Download,
171662,Nintendo Switch+,Commercial,,,,,Game Card,
207710,Windows+,Commercial,Windows 10,x64 (64-bit),12 GB,,Download,Xbox One/Series Wireless Controller
171127,Macintosh+,Commercial,Mac OS X 10.11 (El Capitan),x64 (64-bit),6 GB,,Download,
171127,Windows+,Commercial,Windows 7,x64 (64-bit),6 GB,,Download,
243155,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,Xbox One/Series Wireless Controller
189069,Nintendo Switch+,Commercial,,,,,Download; Game Card,
189069,PlayStation 4+,Commercial,,,,,Blu-Ray Disc; Download,DualShock 4
189069,PlayStation 5+,Commercial,,,,,Download; UHD Blu-ray Disc,
189069,Xbox One+,Commercial,,,,,Blu-Ray Disc; Download,
242437,Windows+,Commercial,Windows 7 SP1,x64 (64-bit),2 GB,,Download,DualShock 4; Xbox One/Series Wireless Controller
202230,Linux+,Commercial,,,,,Download,
202230,Nintendo Switch+,Commercial,,,,,Download,
202230,PlayStation 4+,Commercial,,,,,Download,DualShock 4
202230,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
211535,Nintendo Switch+,Commercial,,,,,Download,
196450,Windows+,Commercial,Windows 7,x64 (64-bit),4 GB,,Download,Xbox One/Series Wireless Controller
221443,Nintendo Switch+,Commercial,,,,,Download,
221443,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,,Download,DualShock 4; Xbox One/Series Wireless Controller
221443,Windows Apps+,Commercial,Windows 10,x64 (64-bit),,,,
221443,Xbox One+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
221443,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
161834,PlayStation 4+,Commercial,,,,,Blu-Ray Disc; Download,DualShock 4
161834,PlayStation 5+,Commercial,,,,,Download; UHD Blu-ray Disc,DualSense Controller
161834,Stadia+,Commercial,,,,,,
161834,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,Direct3D,Download,Xbox One/Series Wireless Controller
161834,Xbox One+,Commercial,,,,,Blu-Ray Disc; Download,
161834,Xbox Series+,Commercial,,,,,Blu-Ray Disc; Download,
231342,Windows+,Commercial,Windows 7,,4 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
223633,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
235851,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,Direct3D,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
232366,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
172396,Windows+,Commercial,Windows 10,,4 GB,,Download,
178788,Android+,Freeware / Free-to-play / Public Domain,Android 7.0 (Nougat),,,,,
178788,Macintosh+,Commercial,,x64 (64-bit),,,,
178788,Windows+,Commercial,Windows 10,x64 (64-bit),1 GB,,Download,Xbox One/Series Wireless Controller
178788,iPad+,Freeware / Free-to-play / Public Domain,iOS 11.0,,,,,
178788,iPhone+,Freeware / Free-to-play / Public Domain,iOS 11.0,,,,,
152571,Stadia+,Commercial,,,,,,
228917,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
153160,Windows+,Commercial,Windows 7,,2 GB,,Download,
142650,PlayStation 4+,Commercial,,,,,Download,
142650,Xbox One+,Commercial,,,,,Download,
193717,Nintendo Switch+,Commercial,,,,,Download,
193717,PlayStation 4+,Commercial,,,,,Download,DualShock 4
193717,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,Direct3D,Download,
193717,Windows Apps+,Commercial,,,,,,
193717,Xbox One+,Commercial,,,,,Download,
193717,Xbox Series+,Commercial,,,,,Download,
157560,Macintosh+,Commercial,,x64 (64-bit),8 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
157560,PlayStation 5+,Commercial,,,,,Download,
157560,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,Direct3D,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
157560,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
218151,Windows+,,,,12 GB,,,
237734,Windows+,Commercial,Windows 7,x64 (64-bit),8 GB,Direct3D,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
208808,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
179410,Nintendo Switch+,Commercial,,,,,Download,
179410,PlayStation 5+,Commercial,,,,,Download,DualSense Controller
179410,Windows Apps+,Commercial,Windows 10,x64 (64-bit),8 GB,,,
179410,Xbox One+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
179410,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
210895,PlayStation 5+,Commercial,,,,,Download; UHD Blu-ray Disc,
210895,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,Xbox One/Series Wireless Controller
222705,Windows+,Commercial,Windows 10,x64 (64-bit),16 GB,Direct3D,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
182643,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
175288,Nintendo Switch+,Commercial,,,,,Download,
175288,PlayStation 4+,Commercial,,,,,Download,
175288,Xbox Series+,Commercial,,,,,Download,Xbox One/Series Wireless Controller
224313,Windows+,Commercial,Windows 10,x64 (64-bit),16 GB,,Download,Xbox One/Series Wireless Controller
230777,Linux+,Commercial,,,2 GB,,Download,
230777,Macintosh+,Commercial,macOS 10.12 (Sierra),,2 GB,,Download,
230777,Windows+,Commercial,Windows 10,x64 (64-bit),2 GB,,Download,
217251,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
174766,Nintendo Switch+,Commercial,,,,,Download; Game Card,
141682,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,Xbox One/Series Wireless Controller
162530,Nintendo Switch+,Commercial,,,,,Download; Game Card,
162530,PlayStation 4+,Commercial,,,,,Download,DualShock 4
162530,PlayStation 5+,Commercial,,,,,Download,
162530,Stadia+,Commercial,,,,,,
162530,Windows Apps+,Commercial,Windows 10,x86 (32-bit); x64 (64-bit),2 GB,,,
162530,Xbox One+,Commercial,,,,,Download,
162530,Xbox Series+,Commercial,,,,,Download,
188012,Nintendo Switch+,Commercial,,,,,Download; Game Card,
188012,PlayStation 4+,Commercial,,,,,Blu-Ray Disc; Download,DualShock 4
188012,PlayStation 5+,Commercial,,,,,Download; UHD Blu-ray Disc,DualSense Controller
188012,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
236737,Windows+,Commercial,Windows 10,x64 (64-bit),12 GB,,Download,Xbox One/Series Wireless Controller
228860,Windows+,Commercial,Windows 10,,4 GB,,Download,
168138,Windows Apps+,Commercial,,,,,,
186986,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,,Download,Xbox 360 Controller; Xbox One/Series Wireless Controller
208859,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,
166086,Nintendo Switch+,Commercial,,,,,Download,
239221,Nintendo Switch+,Commercial,,,,,Download,
179781,Windows+,Commercial,Windows 7,x64 (64-bit),8 GB,,Download,
152464,Nintendo Switch+,Commercial,,,,,Download; Game Card,
233621,Linux+,Commercial,,,,,Download; USB Flash Drive,
233621,Macintosh+,Commercial,,,,,Download; USB Flash Drive,
233621,Windows+,Commercial,Windows 7 SP1,x64 (64-bit),4 GB,,Download; USB Flash Drive,Xbox One/Series Wireless Controller
214806,Windows+,Commercial,Windows 10,x64 (64-bit),8 GB,,Download,DualShock 4; DualSense Controller; Xbox One/Series Wireless Controller
206848,Windows+,Commercial,Windows 10,x64 (64-bit),4 GB,,,Xbox One/Series Wireless Controller
189361,Windows+,Commercial,Windows 7,,4 GB,,Download,
